fecha_registro,id_planta,id_maquina,id_formula,numero_orden,corriente,temp_acond,presion_vapor,vapor,porcentaje_vapor,tiempo_proceso,retornando,humedad_real,durabilidad_real,kw_h_proceso
2026-03-20 00:24:56.801388,1,301,3360,61984,265.694,55.952,5.354,-7,0,41,0,0.0,0.0,109.00839694656489
2026-03-20 00:25:56.801388,1,301,3360,61984,221.694,55.911,5.097,-7,0,42,0,0.0,0.0,109.00839694656489
2026-03-20 00:26:56.801388,1,301,3360,61984,194.541,55.869,5.097,-7,0,43,0,0.0,0.0,109.00839694656489
2026-03-20 00:27:56.801388,1,301,3360,61984,424.847,55.827,5.097,-9,0,44,0,0.0,0.0,109.00839694656489
2026-03-20 00:28:56.801388,1,301,3360,61984,212.706,55.772,5.186,-8,0,45,0,0.0,0.0,109.00839694656489
2026-03-20 00:29:56.801388,1,301,3360,61984,339.247,55.717,6.063,-7,1,46,0,0.0,0.0,109.00839694656489
2026-03-20 00:30:56.801388,1,301,3360,61984,183.435,55.665,5.186,-9,0,47,0,0.0,0.0,109.00839694656489
2026-03-20 00:31:56.801388,1,301,3360,61984,221.035,55.614,5.009,-7,0,48,0,0.0,0.0,109.00839694656489
2026-03-20 00:32:56.801388,1,301,3360,61984,302.118,55.543,5.097,-7,0,49,0,0.0,0.0,109.00839694656489
2026-03-20 00:33:56.801388,1,301,3360,61984,319.953,55.48,5.186,-9,0,50,0,0.0,0.0,109.00839694656489
2026-03-20 00:34:56.801388,1,301,3360,61984,263.906,55.417,5.097,-9,0,51,0,0.0,0.0,109.00839694656489
2026-03-20 00:35:56.801388,1,301,3360,61984,350.4,55.357,5.186,-10,0,52,0,0.0,0.0,109.00839694656489
2026-03-20 00:36:56.801388,1,301,3360,61984,213.647,55.3,5.097,-9,0,53,0,0.0,0.0,109.00839694656489
2026-03-20 00:37:56.801388,1,301,3360,61984,326.588,55.246,5.009,-9,0,54,0,0.0,0.0,109.00839694656489
2026-03-20 00:38:56.801388,1,301,3360,61984,300.141,54.993,5.097,-9,0,58,0,0.0,0.0,109.00839694656489
2026-03-20 00:39:56.801388,1,301,3360,61984,306.4,54.934,5.009,-11,0,59,0,0.0,0.0,109.00839694656489
2026-03-20 00:40:56.801388,1,301,3360,61984,326.918,54.869,5.097,-8,0,60,0,0.0,0.0,109.00839694656489
2026-03-20 00:41:56.801388,1,301,3360,61984,317.318,54.799,5.275,-13,0,61,0,0.0,0.0,109.00839694656489
2026-03-20 00:42:56.801388,1,301,3360,61984,311.247,54.734,5.186,-6,0,62,0,0.0,0.0,109.00839694656489
2026-03-20 00:43:56.801388,1,301,3360,61984,313.835,54.67,5.275,-13,0,63,0,0.0,0.0,109.00839694656489
2026-03-20 00:44:56.801388,1,301,3360,61984,301.977,54.606,5.275,-8,0,64,0,0.0,0.0,109.00839694656489
2026-03-20 00:45:56.801388,1,301,3360,61984,307.906,54.545,5.354,-5,1,65,0,0.0,0.0,109.00839694656489
2026-03-20 00:46:56.801388,1,301,3360,61984,310.353,54.485,5.797,-7,1,66,0,0.0,0.0,109.00839694656489
2026-03-20 00:47:56.801388,1,301,3360,61984,303.153,54.427,5.709,-8,1,67,0,0.0,0.0,109.00839694656489
2026-03-20 00:48:56.801388,1,301,3360,61984,286.918,54.371,5.709,-10,1,68,0,0.0,0.0,109.00839694656489
2026-03-20 00:49:56.801388,1,301,3360,61984,301.882,54.319,5.62,-8,1,69,0,0.0,0.0,109.00839694656489
2026-03-20 00:50:56.801388,1,301,3360,61984,332.141,54.267,5.709,-8,1,70,0,0.0,0.0,109.00839694656489
2026-03-20 00:51:56.801388,1,301,3360,61984,315.529,54.216,5.62,-6,1,71,0,0.0,0.0,109.00839694656489
2026-03-20 00:52:56.801388,1,301,3360,61984,311.012,54.163,5.709,-8,1,72,0,0.0,0.0,109.00839694656489
2026-03-20 00:53:56.801388,1,301,3360,61984,291.106,54.114,5.709,-7,1,73,0,0.0,0.0,109.00839694656489
2026-03-20 00:54:56.801388,1,301,3360,61984,329.412,54.068,5.709,-9,1,74,0,0.0,0.0,109.00839694656489
2026-03-20 00:55:56.801388,1,301,3360,61984,402.682,54.021,5.709,-7,1,75,0,0.0,0.0,109.00839694656489
2026-03-20 00:56:56.801388,1,301,3360,61984,400.706,53.978,5.62,-9,1,76,0,0.0,0.0,109.00839694656489
2026-03-20 00:57:56.801388,1,301,3360,61984,233.694,53.937,5.531,-8,1,77,0,0.0,0.0,109.00839694656489
2026-03-20 00:58:56.801388,1,301,3360,61984,201.082,53.906,5.275,-7,0,78,0,0.0,0.0,109.00839694656489
2026-03-20 00:59:56.801388,1,301,3360,61984,258.447,53.876,5.354,-7,1,79,0,0.0,0.0,109.00839694656489
2026-03-20 01:00:56.801388,1,301,3360,61984,203.388,53.846,5.354,-9,1,80,0,0.0,0.0,109.00839694656489
2026-03-20 01:01:56.801388,1,301,3360,61984,188.659,53.805,5.443,-7,1,81,0,0.0,0.0,109.00839694656489
2026-03-20 01:02:56.801388,1,301,3360,61984,176.847,53.763,5.275,-8,0,82,0,0.0,95.81,109.00839694656489
2026-03-20 01:03:56.801388,1,301,3360,61984,167.953,53.736,5.009,-6,0,83,0,0.0,95.81,109.00839694656489
2026-03-20 01:04:56.801388,1,301,3360,61984,180.235,53.699,5.009,-5,0,84,0,0.0,95.81,109.00839694656489
2026-03-20 01:05:56.801388,1,301,3360,61984,189.694,53.663,5.009,-7,0,85,0,0.0,95.81,109.00839694656489
2026-03-20 01:06:56.801388,1,301,3360,61984,175.624,53.628,5.009,-8,0,86,0,0.0,95.81,109.00839694656489
2026-03-20 01:07:56.801388,1,301,3360,61984,168.188,53.584,5.186,-7,0,87,0,0.0,95.81,109.00839694656489
2026-03-20 01:08:56.801388,1,301,3360,61984,201.177,53.54,5.186,-6,0,88,0,0.0,95.81,109.00839694656489
2026-03-20 01:09:56.801388,1,301,3360,61984,180.565,53.497,5.186,-7,0,89,0,0.0,95.81,109.00839694656489
2026-03-20 01:10:56.801388,1,301,3360,61984,173.082,53.452,5.186,-10,0,90,0,0.0,95.81,109.00839694656489
2026-03-20 01:11:56.801388,1,301,3360,61984,191.059,53.403,5.186,-10,0,91,0,0.0,95.81,109.00839694656489
2026-03-20 01:12:56.801388,1,301,3360,61984,173.6,53.353,5.097,-3,0,92,0,0.0,95.81,109.00839694656489
2026-03-20 01:13:56.801388,1,301,3360,61984,164.047,53.305,5.009,-6,0,93,0,0.0,95.81,109.00839694656489
2026-03-20 01:14:56.801388,1,301,3360,61984,196.471,53.257,5.097,-9,0,94,0,0.0,95.81,109.00839694656489
2026-03-20 01:15:56.801388,1,301,3360,61984,167.247,53.211,5.186,-7,0,95,0,0.0,95.81,109.00839694656489
2026-03-20 01:16:56.801388,1,301,3360,61984,165.035,53.155,5.186,-7,0,96,0,0.0,95.81,109.00839694656489
2026-03-20 01:17:56.801388,1,301,3360,61984,167.247,53.102,5.275,-4,0,97,0,0.0,95.81,109.00839694656489
2026-03-20 01:18:56.801388,1,301,3360,61984,174.965,53.051,5.097,-7,0,98,0,0.0,95.81,109.00839694656489
2026-03-20 01:19:56.801388,1,301,3360,61984,199.294,52.999,5.097,-7,0,99,0,0.0,95.81,109.00839694656489
2026-03-20 01:20:56.801388,1,301,3360,61984,194.4,52.949,5.097,-8,0,100,0,0.0,95.81,109.00839694656489
2026-03-20 01:21:56.801388,1,301,3360,61984,224.047,52.9,5.009,-7,0,101,0,0.0,95.81,109.00839694656489
2026-03-20 01:22:56.801388,1,301,3360,61984,179.624,52.851,5.186,-9,0,102,0,0.0,95.81,109.00839694656489
2026-03-20 01:23:56.801388,1,301,3360,61984,179.953,52.804,5.186,-9,0,103,0,0.0,95.81,109.00839694656489
2026-03-20 01:24:56.801388,1,301,3360,61984,196.094,52.757,5.186,-9,0,104,0,0.0,95.81,109.00839694656489
2026-03-20 01:25:56.801388,1,301,3360,61984,181.129,52.709,5.186,-10,0,105,0,0.0,95.81,109.00839694656489
2026-03-20 01:26:56.801388,1,301,3360,61984,187.859,52.657,5.275,-8,0,106,0,0.0,95.81,109.00839694656489
2026-03-20 01:27:56.801388,1,301,3360,61984,188.047,52.604,5.275,-5,0,107,0,0.0,95.81,109.00839694656489
2026-03-20 01:28:56.801388,1,301,3360,61984,190.682,52.551,5.097,-7,0,108,0,0.0,95.81,109.00839694656489
2026-03-20 01:29:56.801388,1,301,3360,61984,174.118,52.502,5.097,-9,0,109,0,0.0,95.81,109.00839694656489
2026-03-20 01:30:56.801388,1,301,3360,61984,166.965,52.454,5.009,-8,0,110,0,0.0,95.81,109.00839694656489
2026-03-20 01:31:56.801388,1,301,3360,61984,179.059,52.407,5.097,-9,0,111,1,0.0,95.81,109.00839694656489
2026-03-20 01:32:56.801388,1,301,3360,61984,167.624,52.361,5.275,-9,0,112,1,0.0,95.81,109.00839694656489
2026-03-20 01:33:56.801388,1,301,3360,61984,165.788,52.315,5.275,-7,0,113,1,0.0,95.81,109.00839694656489
2026-03-20 01:34:56.801388,1,301,3360,61984,187.482,52.27,5.354,-9,0,114,1,0.0,95.81,109.00839694656489
2026-03-20 01:35:56.801388,1,301,3360,61984,181.6,52.225,5.275,-9,0,115,1,0.0,95.81,109.00839694656489
2026-03-20 01:36:56.801388,1,301,3360,61984,176.941,52.181,5.275,-11,0,116,1,0.0,95.81,109.00839694656489
2026-03-20 01:37:56.801388,1,301,3360,61984,188.753,52.138,5.186,-9,0,117,1,0.0,95.81,109.00839694656489
2026-03-20 01:38:56.801388,1,304,2140,61987,65.6,63.932,30.831,1,0,0,1,0.0,0.0,45.63291139240506
2026-03-20 01:39:56.801388,1,304,2140,61987,68.945,64.061,30.742,39,22,0,1,0.0,0.0,45.63291139240506
2026-03-20 01:40:56.801388,1,304,2140,61987,110.388,64.35499999999999,20.679,204,22,0,1,0.0,0.0,45.63291139240506
2026-03-20 01:41:56.801388,1,304,2140,61987,165.733,64.703,20.59,202,22,1,1,0.0,0.0,45.63291139240506
2026-03-20 01:42:56.801388,1,304,2140,61987,158.497,64.975,20.59,202,22,2,1,0.0,0.0,45.63291139240506
2026-03-20 01:43:56.801388,1,304,2140,61987,139.224,65.19,20.847,202,22,3,1,0.0,0.0,45.63291139240506
2026-03-20 01:44:56.801388,1,304,2140,61987,155.649,65.47,20.768,251,25,4,1,0.0,0.0,45.63291139240506
2026-03-20 01:45:56.801388,1,304,2140,61987,158.049,65.882,20.768,246,25,5,1,0.0,0.0,45.63291139240506
2026-03-20 01:46:56.801388,1,304,2140,61987,151.842,66.399,20.847,261,25,6,1,0.0,0.0,45.63291139240506
2026-03-20 01:47:56.801388,1,304,2140,61987,141.176,67.63,21.113,251,25,8,1,0.0,0.0,45.63291139240506
2026-03-20 01:48:56.801388,1,304,2140,61987,138.655,68.294,21.113,294,28,9,1,0.0,0.0,45.63291139240506
2026-03-20 01:49:56.801388,1,304,2140,61987,153.103,68.967,20.936,367,32,10,1,0.0,0.0,45.63291139240506
2026-03-20 01:50:56.801388,1,304,2140,61987,151.915,69.60300000000001,20.936,359,35,11,1,0.0,0.0,45.63291139240506
2026-03-20 01:51:56.801388,1,304,2140,61987,160.388,70.168,20.768,466,38,12,1,0.0,0.0,45.63291139240506
2026-03-20 01:52:56.801388,1,304,2140,61987,155.976,70.679,20.768,464,38,13,1,0.0,0.0,45.63291139240506
2026-03-20 01:53:56.801388,1,304,2140,61987,157.721,71.156,20.413,555,42,14,0,0.0,0.0,45.63291139240506
2026-03-20 01:54:56.801388,1,304,2140,61987,158.727,71.63499999999999,20.068,607,45,15,0,0.0,0.0,45.63291139240506
2026-03-20 01:55:56.801388,1,304,2140,61987,163.842,72.131,20.148,609,45,16,0,0.0,0.0,45.63291139240506
2026-03-20 01:56:56.801388,1,304,2140,61987,163.188,72.648,20.068,610,45,17,0,0.0,0.0,45.63291139240506
2026-03-20 01:57:56.801388,1,304,2140,61987,166.691,73.178,20.068,689,45,18,0,0.0,0.0,45.63291139240506
2026-03-20 01:58:56.801388,1,304,2140,61987,166.909,73.70400000000001,19.713,824,50,19,0,0.0,0.0,45.63291139240506
2026-03-20 01:59:56.801388,1,304,2140,61987,159.612,74.21000000000001,19.713,871,50,20,0,0.0,0.0,45.63291139240506
2026-03-20 02:00:56.801388,1,304,2140,61987,160.521,74.714,19.802,937,50,21,0,0.0,0.0,45.63291139240506
2026-03-20 02:01:56.801388,1,304,2140,61987,85.515,75.245,19.979,1050,50,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:02:56.801388,1,304,2140,61987,206.061,75.80799999999999,19.979,1207,50,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:03:56.801388,1,304,2140,61987,206.061,76.45,29.077,49,0,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:04:56.801388,1,304,2140,61987,67.491,77.116,29.865,40,0,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:05:56.801388,1,304,2140,61987,206.061,77.732,26.277,58,0,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:06:56.801388,1,304,2140,61987,128.436,78.713,19.802,738,45,22,0,0.0,0.0,45.63291139240506
2026-03-20 02:07:56.801388,1,304,2140,61987,169.479,79.143,20.148,656,45,23,0,0.0,0.0,45.63291139240506
2026-03-20 02:08:56.801388,1,304,2140,61987,149.976,79.538,20.068,847,45,24,0,0.0,0.0,45.63291139240506
2026-03-20 02:09:56.801388,1,304,2140,61987,146.945,79.881,20.148,917,45,25,0,0.0,0.0,45.63291139240506
2026-03-20 02:10:56.801388,1,304,2140,61987,148.897,80.212,20.502,974,45,26,0,0.0,0.0,45.63291139240506
2026-03-20 02:11:56.801388,1,304,2140,61987,156.279,80.533,20.413,1017,45,27,0,0.0,0.0,45.63291139240506
2026-03-20 02:12:56.801388,1,304,2140,61987,158.509,80.84,20.325,1047,45,28,0,0.0,0.0,45.63291139240506
2026-03-20 02:13:56.801388,1,304,2140,61987,156.4,81.13300000000001,20.325,1078,45,29,0,0.0,0.0,45.63291139240506
2026-03-20 02:14:56.801388,1,304,2140,61987,159.249,81.40899999999999,20.413,1110,45,30,0,0.0,0.0,45.63291139240506
2026-03-20 02:15:56.801388,1,304,2140,61987,173.442,81.668,20.502,1140,45,31,0,0.0,0.0,45.63291139240506
2026-03-20 02:16:56.801388,1,304,2140,61987,176.073,81.913,20.59,1167,45,32,0,0.0,0.0,45.63291139240506
2026-03-20 02:17:56.801388,1,304,2140,61987,175.552,82.138,20.236,1174,45,33,0,0.0,0.0,45.63291139240506
2026-03-20 02:18:56.801388,1,304,2140,61987,173.624,82.346,20.148,1182,45,34,0,0.0,0.0,45.63291139240506
2026-03-20 02:19:56.801388,1,304,2140,61987,181.394,82.541,20.236,1200,45,35,0,0.0,0.0,45.63291139240506
2026-03-20 02:20:56.801388,1,304,2140,61987,185.212,82.72200000000001,20.236,1217,45,36,0,0.0,0.0,45.63291139240506
2026-03-20 02:21:56.801388,1,304,2140,61987,179.503,82.89099999999999,20.325,1268,46,37,0,0.0,0.0,45.63291139240506
2026-03-20 02:22:56.801388,1,304,2140,61987,174.412,83.05199999999999,20.325,1283,46,38,0,0.0,0.0,45.63291139240506
2026-03-20 02:23:56.801388,1,304,2140,61987,172.655,83.20400000000001,20.325,1301,46,39,0,0.0,0.0,45.63291139240506
2026-03-20 02:24:56.801388,1,304,2140,61987,171.394,83.35300000000001,20.502,1322,46,40,0,0.0,0.0,45.63291139240506
2026-03-20 02:25:56.801388,1,304,2140,61987,177.624,83.49799999999999,20.325,1322,46,41,0,0.0,0.0,45.63291139240506
2026-03-20 02:26:56.801388,1,304,2140,61987,182.412,83.638,20.068,1328,46,42,0,0.0,0.0,45.63291139240506
2026-03-20 02:27:56.801388,1,304,2140,61987,181.964,83.77199999999999,20.236,1342,46,43,0,0.0,0.0,45.63291139240506
2026-03-20 02:28:56.801388,1,304,2140,61987,170.8,83.902,20.236,1354,46,44,0,0.0,0.0,45.63291139240506
2026-03-20 02:29:56.801388,1,304,2140,61987,183.067,84.148,20.502,1381,46,46,0,0.0,0.0,45.63291139240506
2026-03-20 02:30:56.801388,1,305,2260,61990,72.373,17.444,25.799,32,10,0,1,0.0,0.0,71.0929614873838
2026-03-20 02:31:56.801388,1,304,2140,61987,180.727,84.263,20.413,1384,46,47,0,0.0,0.0,45.63291139240506
2026-03-20 02:32:56.801388,1,305,2260,61990,113.493,17.447,24.054,589,40,0,1,0.0,0.0,71.0929614873838
2026-03-20 02:33:56.801388,1,304,2140,61987,174.497,84.374,20.59,1403,46,48,0,0.0,0.0,45.63291139240506
2026-03-20 02:34:56.801388,1,305,2260,61990,132.027,17.454,24.311,596,40,1,1,0.0,0.0,71.0929614873838
2026-03-20 02:35:56.801388,1,304,2140,61987,170.703,84.482,20.413,1403,46,49,0,0.0,0.0,45.63291139240506
2026-03-20 02:36:56.801388,1,305,2260,61990,93.4,17.45,24.027,675,45,2,1,0.0,0.0,71.0929614873838
2026-03-20 02:37:56.801388,1,304,2140,61987,174.267,84.587,20.679,1408,46,50,0,0.0,0.0,45.63291139240506
2026-03-20 02:38:56.801388,1,305,2260,61990,100.827,17.451999999999998,24.072,677,45,3,1,0.0,0.0,71.0929614873838
2026-03-20 02:39:56.801388,1,304,2140,61987,176.824,84.69,20.325,1404,46,51,0,0.0,0.0,45.63291139240506
2026-03-20 02:40:56.801388,1,305,2260,61990,96.787,17.45,24.089,677,45,4,1,0.0,0.0,71.0929614873838
2026-03-20 02:41:56.801388,1,304,2140,61987,191.079,84.79,20.236,1394,46,52,0,0.0,0.0,45.63291139240506
2026-03-20 02:42:56.801388,1,305,2260,61990,106.333,17.451999999999998,24.116,677,45,5,1,0.0,0.0,71.0929614873838
2026-03-20 02:43:56.801388,1,304,2140,61987,179.976,84.889,20.325,1403,46,53,0,0.0,0.0,45.63291139240506
2026-03-20 02:44:56.801388,1,305,2260,61990,99.347,17.451,24.16,678,45,6,1,0.0,0.0,71.0929614873838
2026-03-20 02:45:56.801388,1,304,2140,61987,178.315,84.985,20.325,1390,46,54,0,0.0,0.0,45.63291139240506
2026-03-20 02:46:56.801388,1,305,2260,61990,107.12,17.448,24.205,707,45,7,1,0.0,0.0,71.0929614873838
2026-03-20 02:47:56.801388,1,304,2140,61987,174.218,85.077,20.148,1396,46,55,0,0.0,0.0,45.63291139240506
2026-03-20 02:48:56.801388,1,305,2260,61990,135.76,17.447,24.222,743,45,8,1,0.0,0.0,71.0929614873838
2026-03-20 02:49:56.801388,1,304,2140,61987,202.982,85.166,20.413,1404,46,56,0,0.0,0.0,45.63291139240506
2026-03-20 02:50:56.801388,1,305,2260,61990,116.373,17.448,24.205,791,45,9,1,0.0,0.0,71.0929614873838
2026-03-20 02:51:56.801388,1,304,2140,61987,186.182,85.252,20.413,1408,46,57,0,0.0,0.0,45.63291139240506
2026-03-20 02:52:56.801388,1,305,2260,61990,130.267,17.448999999999998,24.267,830,45,10,0,0.0,0.0,71.0929614873838
2026-03-20 02:53:56.801388,1,304,2140,61987,181.309,85.336,20.502,1415,46,58,0,0.0,0.0,45.63291139240506
2026-03-20 02:54:56.801388,1,305,2260,61990,132.64,17.45,24.134,867,48,11,0,0.0,0.0,71.0929614873838
2026-03-20 02:55:56.801388,1,304,2140,61987,172.509,85.417,20.502,1422,46,59,0,0.0,0.0,45.63291139240506
2026-03-20 02:56:56.801388,1,305,2260,61990,126.92,17.451,24.16,915,48,12,0,0.0,0.0,71.0929614873838
2026-03-20 02:57:56.801388,1,304,2140,61987,183.891,85.497,20.413,1407,46,60,0,0.0,0.0,45.63291139240506
2026-03-20 02:58:56.801388,1,305,2260,61990,122.36,17.451999999999998,24.222,945,48,13,0,0.0,0.0,71.0929614873838
2026-03-20 02:59:56.801388,1,304,2140,61987,184.182,85.575,20.413,1408,46,61,0,0.0,0.0,45.63291139240506
2026-03-20 03:00:56.801388,1,305,2260,61990,125.387,17.451999999999998,24.187,983,48,14,0,0.0,0.0,71.0929614873838
2026-03-20 03:01:56.801388,1,304,2140,61987,185.418,85.651,20.413,1406,46,62,0,0.0,0.0,45.63291139240506
2026-03-20 03:02:56.801388,1,305,2260,61990,131.56,17.451,24.187,1018,48,15,0,0.0,0.0,71.0929614873838
2026-03-20 03:03:56.801388,1,304,2140,61987,178.691,85.725,20.236,1410,46,63,0,0.0,0.0,45.63291139240506
2026-03-20 03:04:56.801388,1,305,2260,61990,135.84,17.45,24.231,1057,48,16,0,0.0,0.0,71.0929614873838
2026-03-20 03:05:56.801388,1,304,2140,61987,175.261,85.797,20.413,1414,46,64,0,0.0,0.0,45.63291139240506
2026-03-20 03:06:56.801388,1,305,2260,61990,134.6,17.45,23.992,1177,52,17,0,0.0,0.0,71.0929614873838
2026-03-20 03:07:56.801388,1,304,2140,61987,183.746,85.867,20.148,1406,46,65,0,0.0,0.0,45.63291139240506
2026-03-20 03:08:56.801388,1,305,2260,61990,126.613,17.451,24.054,1124,52,18,0,0.0,0.0,71.0929614873838
2026-03-20 03:09:56.801388,1,304,2140,61987,180.412,85.934,20.325,1411,46,66,0,0.0,0.0,45.63291139240506
2026-03-20 03:10:56.801388,1,305,2260,61990,120.587,17.451,24.081,1162,52,19,0,0.0,0.0,71.0929614873838
2026-03-20 03:11:56.801388,1,304,2140,61987,182.073,85.999,20.502,1426,46,67,0,0.0,0.0,45.63291139240506
2026-03-20 03:12:56.801388,1,305,2260,61990,120.093,17.451999999999998,24.089,1202,52,20,0,0.0,0.0,71.0929614873838
2026-03-20 03:13:56.801388,1,304,2140,61987,176.109,86.125,20.502,1429,46,69,0,0.0,0.0,45.63291139240506
2026-03-20 03:14:56.801388,1,305,2260,61990,135.973,17.453,24.116,1340,52,22,0,0.0,0.0,71.0929614873838
2026-03-20 03:15:56.801388,1,305,2260,61990,119.96,17.453,24.134,1470,52,24,0,0.0,0.0,71.0929614873838
2026-03-20 03:16:56.801388,1,304,2140,61987,175.127,86.364,20.59,1428,46,73,0,0.0,0.0,45.63291139240506
2026-03-20 03:17:56.801388,1,305,2260,61990,123.587,17.454,23.983,1577,55,26,0,0.0,0.0,71.0929614873838
2026-03-20 03:18:56.801388,1,304,2140,61987,179.988,86.422,20.325,1418,46,74,0,0.0,0.0,45.63291139240506
2026-03-20 03:19:56.801388,1,305,2260,61990,129.493,17.454,23.957,1501,55,27,0,0.0,0.0,71.0929614873838
2026-03-20 03:20:56.801388,1,304,2140,61987,189.794,86.479,20.413,1421,46,75,0,0.0,0.0,45.63291139240506
2026-03-20 03:21:56.801388,1,305,2260,61990,133.093,17.454,24.001,1503,55,28,0,0.0,0.0,71.0929614873838
2026-03-20 03:22:56.801388,1,304,2140,61987,180.133,86.536,20.502,1418,46,76,0,0.0,0.0,45.63291139240506
2026-03-20 03:23:56.801388,1,305,2260,61990,117.507,17.455,24.001,1570,55,29,0,0.0,0.0,71.0929614873838
2026-03-20 03:24:56.801388,1,304,2140,61987,174.061,86.59,20.236,1417,46,77,0,0.0,0.0,45.63291139240506
2026-03-20 03:25:56.801388,1,305,2260,61990,122.493,17.455,24.01,1609,55,30,0,0.0,0.0,71.0929614873838
2026-03-20 03:26:56.801388,1,304,2140,61987,179.806,86.644,20.236,1422,46,78,0,0.0,0.0,45.63291139240506
2026-03-20 03:27:56.801388,1,305,2260,61990,134.933,17.455,24.01,1622,55,31,0,0.0,0.0,71.0929614873838
2026-03-20 03:28:56.801388,1,304,2140,61987,192.303,86.696,20.236,1417,46,79,0,0.0,0.0,45.63291139240506
2026-03-20 03:29:56.801388,1,305,2260,61990,126.56,17.455,24.001,1637,55,32,0,0.0,0.0,71.0929614873838
2026-03-20 03:30:56.801388,1,304,2140,61987,182.897,86.746,20.236,1418,46,80,0,0.0,0.0,45.63291139240506
2026-03-20 03:31:56.801388,1,305,2260,61990,115.827,17.457,24.027,1621,55,33,0,0.0,0.0,71.0929614873838
2026-03-20 03:32:56.801388,1,304,2140,61987,172.158,86.794,20.502,1430,46,81,0,0.0,0.0,45.63291139240506
2026-03-20 03:33:56.801388,1,305,2260,61990,121.227,17.457,23.983,1640,55,34,0,0.0,0.0,71.0929614873838
2026-03-20 03:34:56.801388,1,304,2140,61987,174.618,86.842,20.502,1432,46,82,0,0.0,0.0,45.63291139240506
2026-03-20 03:35:56.801388,1,305,2260,61990,134.0,17.456,23.983,1664,55,35,0,0.0,0.0,71.0929614873838
2026-03-20 03:36:56.801388,1,304,2140,61987,187.297,86.889,20.413,1430,46,83,0,0.0,0.0,45.63291139240506
2026-03-20 03:37:56.801388,1,305,2260,61990,128.733,17.456,24.072,1668,55,36,0,0.0,0.0,71.0929614873838
2026-03-20 03:38:56.801388,1,304,2140,61987,188.085,86.935,20.502,1431,46,84,0,0.0,0.0,45.63291139240506
